127.0.0.1 - - [08/Aug/2015:12:22:36 -0400] "GET / HTTP/1.1" 404 994
127.0.0.1 - - [08/Aug/2015:16:50:55 -0400] "GET /JEZ3_Apps/fifteenpuzzle.html HTTP/1.1" 200 10542
127.0.0.1 - - [08/Aug/2015:16:51:45 -0400] "GET /JEZ3_Apps/fifteenpuzzle.html HTTP/1.1" 200 10920
127.0.0.1 - - [08/Aug/2015:16:51:45 -0400] "GET /JEZ3_Apps/css/nouislider.min.css HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:16:51:45 -0400] "GET /JEZ3_Apps/css/style.css HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:16:51:45 -0400] "GET /JEZ3_Apps/css/jquery-ui.css HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:16:51:45 -0400] "GET /JEZ3_Apps/Javascript/run_prettify.js HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:16:51:45 -0400] "GET /JEZ3_Apps/Javascript/nouislider.min.js HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:16:51:45 -0400] "GET /JEZ3_Apps/Javascript/inorderTraversal.js HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:16:51:45 -0400] "GET /JEZ3_Apps/Javascript/jcanvas.min.js HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:16:51:45 -0400] "GET /JEZ3_Apps/Javascript/jquery-1.11.2.min.js HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:16:51:45 -0400] "GET /JEZ3_Apps/images/bg-content.gif HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:16:51:45 -0400] "GET /JEZ3_Apps/images/bg-menu-left-curve.gif HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:16:51:45 -0400] "GET /JEZ3_Apps/images/bg-menu.gif HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:17:26:55 -0400] "GET /JEZ3_Apps/fifteenpuzzle.html HTTP/1.1" 200 11117
127.0.0.1 - - [08/Aug/2015:17:26:55 -0400] "GET /JEZ3_Apps/css/nouislider.min.css HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:17:26:55 -0400] "GET /JEZ3_Apps/css/style.css HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:17:26:55 -0400] "GET /JEZ3_Apps/Javascript/run_prettify.js HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:17:26:55 -0400] "GET /JEZ3_Apps/css/jquery-ui.css HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:17:26:55 -0400] "GET /JEZ3_Apps/Javascript/jquery-1.11.2.min.js HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:17:26:55 -0400] "GET /JEZ3_Apps/Javascript/nouislider.min.js HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:17:26:55 -0400] "GET /JEZ3_Apps/Javascript/jcanvas.min.js HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:17:26:55 -0400] "GET /JEZ3_Apps/Javascript/inorderTraversal.js HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:17:26:55 -0400] "GET /JEZ3_Apps/images/bg-content.gif HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:17:26:55 -0400] "GET /JEZ3_Apps/images/bg-menu.gif HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:17:26:55 -0400] "GET /JEZ3_Apps/images/bg-menu-left-curve.gif HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:17:33:47 -0400] "GET /JEZ3_Apps/fifteenpuzzle.html HTTP/1.1" 200 10417
127.0.0.1 - - [08/Aug/2015:17:33:47 -0400] "GET /JEZ3_Apps/css/nouislider.min.css HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:17:33:47 -0400] "GET /JEZ3_Apps/css/style.css HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:17:33:47 -0400] "GET /JEZ3_Apps/Javascript/run_prettify.js HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:17:33:47 -0400] "GET /JEZ3_Apps/Javascript/nouislider.min.js HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:17:33:47 -0400] "GET /JEZ3_Apps/Javascript/jquery-1.11.2.min.js HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:17:33:47 -0400] "GET /JEZ3_Apps/Javascript/inorderTraversal.js HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:17:33:47 -0400] "GET /JEZ3_Apps/Javascript/jcanvas.min.js HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:17:33:47 -0400] "GET /JEZ3_Apps/css/jquery-ui.css HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:17:33:47 -0400] "GET /JEZ3_Apps/images/bg-menu-left-curve.gif HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:17:33:47 -0400] "GET /JEZ3_Apps/images/bg-menu.gif HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:17:33:47 -0400] "GET /JEZ3_Apps/images/bg-content.gif HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:17:37:21 -0400] "GET /JEZ3_Apps/fifteenpuzzle.html HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:17:37:21 -0400] "GET /JEZ3_Apps/css/nouislider.min.css HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:17:37:21 -0400] "GET /JEZ3_Apps/css/style.css HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:17:37:21 -0400] "GET /JEZ3_Apps/css/jquery-ui.css HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:17:37:21 -0400] "GET /JEZ3_Apps/Javascript/jquery-1.11.2.min.js HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:17:37:21 -0400] "GET /JEZ3_Apps/Javascript/run_prettify.js HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:17:37:21 -0400] "GET /JEZ3_Apps/Javascript/nouislider.min.js HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:17:37:21 -0400] "GET /JEZ3_Apps/Javascript/inorderTraversal.js HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:17:37:21 -0400] "GET /JEZ3_Apps/Javascript/jcanvas.min.js HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:17:37:21 -0400] "GET /JEZ3_Apps/images/bg-menu.gif HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:17:37:21 -0400] "GET /JEZ3_Apps/images/bg-menu-left-curve.gif HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:17:37:21 -0400] "GET /JEZ3_Apps/images/bg-content.gif HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:17:38:50 -0400] "GET /JEZ3_Apps/fifteenpuzzle.html HTTP/1.1" 200 10900
127.0.0.1 - - [08/Aug/2015:17:38:50 -0400] "GET /JEZ3_Apps/css/style.css HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:17:38:50 -0400] "GET /JEZ3_Apps/css/nouislider.min.css HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:17:38:50 -0400] "GET /JEZ3_Apps/css/jquery-ui.css HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:17:38:50 -0400] "GET /JEZ3_Apps/Javascript/run_prettify.js HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:17:38:50 -0400] "GET /JEZ3_Apps/Javascript/nouislider.min.js HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:17:38:50 -0400] "GET /JEZ3_Apps/Javascript/jcanvas.min.js HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:17:38:50 -0400] "GET /JEZ3_Apps/Javascript/jquery-1.11.2.min.js HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:17:38:50 -0400] "GET /JEZ3_Apps/Javascript/inorderTraversal.js HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:17:38:50 -0400] "GET /JEZ3_Apps/images/bg-menu-left-curve.gif HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:17:38:50 -0400] "GET /JEZ3_Apps/images/bg-menu.gif HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:17:38:50 -0400] "GET /JEZ3_Apps/images/bg-content.gif HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:17:48:57 -0400] "GET /JEZ3_Apps/fifteenpuzzle.html HTTP/1.1" 200 11502
127.0.0.1 - - [08/Aug/2015:17:48:57 -0400] "GET /JEZ3_Apps/css/jquery-ui.css HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:17:48:57 -0400] "GET /JEZ3_Apps/css/style.css HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:17:48:57 -0400] "GET /JEZ3_Apps/css/nouislider.min.css HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:17:48:57 -0400] "GET /JEZ3_Apps/Javascript/run_prettify.js HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:17:48:57 -0400] "GET /JEZ3_Apps/Javascript/nouislider.min.js HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:17:48:57 -0400] "GET /JEZ3_Apps/Javascript/jquery-1.11.2.min.js HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:17:48:57 -0400] "GET /JEZ3_Apps/Javascript/jcanvas.min.js HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:17:48:57 -0400] "GET /JEZ3_Apps/Javascript/inorderTraversal.js HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:17:48:57 -0400] "GET /JEZ3_Apps/images/bg-content.gif HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:17:48:57 -0400] "GET /JEZ3_Apps/images/bg-menu.gif HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:17:48:57 -0400] "GET /JEZ3_Apps/images/bg-menu-left-curve.gif HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:18:07:37 -0400] "GET /JEZ3_Apps/fifteenpuzzle.html HTTP/1.1" 200 11141
127.0.0.1 - - [08/Aug/2015:18:07:37 -0400] "GET /JEZ3_Apps/css/nouislider.min.css HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:18:07:37 -0400] "GET /JEZ3_Apps/css/style.css HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:18:07:37 -0400] "GET /JEZ3_Apps/Javascript/run_prettify.js HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:18:07:37 -0400] "GET /JEZ3_Apps/Javascript/jquery-1.11.2.min.js HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:18:07:37 -0400] "GET /JEZ3_Apps/css/jquery-ui.css HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:18:07:37 -0400] "GET /JEZ3_Apps/Javascript/inorderTraversal.js HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:18:07:37 -0400] "GET /JEZ3_Apps/Javascript/nouislider.min.js HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:18:07:37 -0400] "GET /JEZ3_Apps/Javascript/jcanvas.min.js HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:18:07:37 -0400] "GET /JEZ3_Apps/images/bg-menu.gif HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:18:07:37 -0400] "GET /JEZ3_Apps/images/bg-menu-left-curve.gif HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:18:07:37 -0400] "GET /JEZ3_Apps/images/bg-content.gif HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:18:08:34 -0400] "GET /JEZ3_Apps/fifteenpuzzle.html HTTP/1.1" 200 11389
127.0.0.1 - - [08/Aug/2015:18:08:34 -0400] "GET /JEZ3_Apps/css/nouislider.min.css HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:18:08:34 -0400] "GET /JEZ3_Apps/css/style.css HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:18:08:34 -0400] "GET /JEZ3_Apps/css/jquery-ui.css HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:18:08:34 -0400] "GET /JEZ3_Apps/Javascript/run_prettify.js HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:18:08:34 -0400] "GET /JEZ3_Apps/Javascript/nouislider.min.js HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:18:08:34 -0400] "GET /JEZ3_Apps/Javascript/jquery-1.11.2.min.js HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:18:08:34 -0400] "GET /JEZ3_Apps/Javascript/inorderTraversal.js HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:18:08:34 -0400] "GET /JEZ3_Apps/Javascript/jcanvas.min.js HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:18:08:34 -0400] "GET /JEZ3_Apps/images/bg-menu-left-curve.gif HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:18:08:34 -0400] "GET /JEZ3_Apps/images/bg-menu.gif HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:18:08:34 -0400] "GET /JEZ3_Apps/images/bg-content.gif HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:18:15:26 -0400] "GET /JEZ3_Apps/fifteenpuzzle.html HTTP/1.1" 200 12137
127.0.0.1 - - [08/Aug/2015:18:15:26 -0400] "GET /JEZ3_Apps/css/nouislider.min.css HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:18:15:26 -0400] "GET /JEZ3_Apps/css/style.css HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:18:15:26 -0400] "GET /JEZ3_Apps/css/jquery-ui.css HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:18:15:26 -0400] "GET /JEZ3_Apps/Javascript/run_prettify.js HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:18:15:26 -0400] "GET /JEZ3_Apps/Javascript/nouislider.min.js HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:18:15:26 -0400] "GET /JEZ3_Apps/Javascript/jquery-1.11.2.min.js HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:18:15:26 -0400] "GET /JEZ3_Apps/Javascript/inorderTraversal.js HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:18:15:26 -0400] "GET /JEZ3_Apps/Javascript/jcanvas.min.js HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:18:15:26 -0400] "GET /JEZ3_Apps/images/bg-menu-left-curve.gif HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:18:15:26 -0400] "GET /JEZ3_Apps/images/bg-menu.gif HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:18:15:26 -0400] "GET /JEZ3_Apps/images/bg-content.gif HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:18:15:41 -0400] "GET /JEZ3_Apps/fifteenpuzzle.html HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:18:15:41 -0400] "GET /JEZ3_Apps/css/style.css HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:18:15:41 -0400] "GET /JEZ3_Apps/css/nouislider.min.css HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:18:15:41 -0400] "GET /JEZ3_Apps/css/jquery-ui.css HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:18:15:41 -0400] "GET /JEZ3_Apps/Javascript/run_prettify.js HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:18:15:41 -0400] "GET /JEZ3_Apps/Javascript/nouislider.min.js HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:18:15:41 -0400] "GET /JEZ3_Apps/Javascript/inorderTraversal.js HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:18:15:41 -0400] "GET /JEZ3_Apps/Javascript/jquery-1.11.2.min.js HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:18:15:41 -0400] "GET /JEZ3_Apps/Javascript/jcanvas.min.js HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:18:15:41 -0400] "GET /JEZ3_Apps/images/bg-menu-left-curve.gif HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:18:15:41 -0400] "GET /JEZ3_Apps/images/bg-menu.gif HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:18:15:41 -0400] "GET /JEZ3_Apps/images/bg-content.gif HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:18:15:42 -0400] "GET /JEZ3_Apps/fifteenpuzzle.html HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:18:15:42 -0400] "GET /JEZ3_Apps/css/style.css HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:18:15:42 -0400] "GET /JEZ3_Apps/css/nouislider.min.css HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:18:15:42 -0400] "GET /JEZ3_Apps/Javascript/run_prettify.js HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:18:15:42 -0400] "GET /JEZ3_Apps/css/jquery-ui.css HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:18:15:42 -0400] "GET /JEZ3_Apps/Javascript/nouislider.min.js HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:18:15:42 -0400] "GET /JEZ3_Apps/Javascript/jcanvas.min.js HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:18:15:42 -0400] "GET /JEZ3_Apps/Javascript/inorderTraversal.js HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:18:15:42 -0400] "GET /JEZ3_Apps/Javascript/jquery-1.11.2.min.js HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:18:15:42 -0400] "GET /JEZ3_Apps/images/bg-menu-left-curve.gif HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:18:15:42 -0400] "GET /JEZ3_Apps/images/bg-menu.gif HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:18:15:42 -0400] "GET /JEZ3_Apps/images/bg-content.gif HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:18:15:43 -0400] "GET /JEZ3_Apps/fifteenpuzzle.html HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:18:15:43 -0400] "GET /JEZ3_Apps/css/style.css HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:18:15:43 -0400] "GET /JEZ3_Apps/css/nouislider.min.css HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:18:15:43 -0400] "GET /JEZ3_Apps/css/jquery-ui.css HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:18:15:43 -0400] "GET /JEZ3_Apps/Javascript/jquery-1.11.2.min.js HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:18:15:43 -0400] "GET /JEZ3_Apps/Javascript/run_prettify.js HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:18:15:43 -0400] "GET /JEZ3_Apps/Javascript/nouislider.min.js HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:18:15:43 -0400] "GET /JEZ3_Apps/Javascript/jcanvas.min.js HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:18:15:43 -0400] "GET /JEZ3_Apps/Javascript/inorderTraversal.js HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:18:15:43 -0400] "GET /JEZ3_Apps/images/bg-menu-left-curve.gif HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:18:15:43 -0400] "GET /JEZ3_Apps/images/bg-menu.gif HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:18:15:43 -0400] "GET /JEZ3_Apps/images/bg-content.gif HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:18:15:43 -0400] "GET /JEZ3_Apps/fifteenpuzzle.html HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:18:15:43 -0400] "GET /JEZ3_Apps/fifteenpuzzle.html HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:18:15:43 -0400] "GET /JEZ3_Apps/fifteenpuzzle.html HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:18:15:43 -0400] "GET /JEZ3_Apps/fifteenpuzzle.html HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:18:15:43 -0400] "GET /JEZ3_Apps/css/style.css HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:18:15:43 -0400] "GET /JEZ3_Apps/css/nouislider.min.css HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:18:15:43 -0400] "GET /JEZ3_Apps/css/jquery-ui.css HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:18:15:43 -0400] "GET /JEZ3_Apps/Javascript/run_prettify.js HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:18:15:43 -0400] "GET /JEZ3_Apps/Javascript/jquery-1.11.2.min.js HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:18:15:43 -0400] "GET /JEZ3_Apps/Javascript/jcanvas.min.js HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:18:15:43 -0400] "GET /JEZ3_Apps/Javascript/nouislider.min.js HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:18:15:43 -0400] "GET /JEZ3_Apps/Javascript/inorderTraversal.js HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:18:15:43 -0400] "GET /JEZ3_Apps/images/bg-menu-left-curve.gif HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:18:15:43 -0400] "GET /JEZ3_Apps/images/bg-content.gif HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:18:15:43 -0400] "GET /JEZ3_Apps/images/bg-menu.gif HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:18:15:43 -0400] "GET /JEZ3_Apps/fifteenpuzzle.html HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:18:15:43 -0400] "GET /JEZ3_Apps/fifteenpuzzle.html HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:18:15:43 -0400] "GET /JEZ3_Apps/css/style.css HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:18:15:43 -0400] "GET /JEZ3_Apps/css/jquery-ui.css HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:18:15:43 -0400] "GET /JEZ3_Apps/css/nouislider.min.css HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:18:15:43 -0400] "GET /JEZ3_Apps/Javascript/run_prettify.js HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:18:15:43 -0400] "GET /JEZ3_Apps/Javascript/nouislider.min.js HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:18:15:43 -0400] "GET /JEZ3_Apps/Javascript/jquery-1.11.2.min.js HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:18:15:43 -0400] "GET /JEZ3_Apps/Javascript/jcanvas.min.js HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:18:15:43 -0400] "GET /JEZ3_Apps/Javascript/inorderTraversal.js HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:18:15:43 -0400] "GET /JEZ3_Apps/images/bg-menu-left-curve.gif HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:18:15:43 -0400] "GET /JEZ3_Apps/images/bg-menu.gif HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:18:15:43 -0400] "GET /JEZ3_Apps/images/bg-content.gif HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:18:15:43 -0400] "GET /JEZ3_Apps/fifteenpuzzle.html HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:18:15:43 -0400] "GET /JEZ3_Apps/fifteenpuzzle.html HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:18:15:43 -0400] "GET /JEZ3_Apps/css/nouislider.min.css HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:18:15:43 -0400] "GET /JEZ3_Apps/css/jquery-ui.css HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:18:15:43 -0400] "GET /JEZ3_Apps/css/style.css HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:18:15:43 -0400] "GET /JEZ3_Apps/Javascript/run_prettify.js HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:18:15:43 -0400] "GET /JEZ3_Apps/Javascript/nouislider.min.js HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:18:15:43 -0400] "GET /JEZ3_Apps/Javascript/jquery-1.11.2.min.js HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:18:15:43 -0400] "GET /JEZ3_Apps/Javascript/jcanvas.min.js HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:18:15:43 -0400] "GET /JEZ3_Apps/Javascript/inorderTraversal.js HTTP/1.1" 304 -
127.0.0.1 - - [08/Aug/2015:18:15:43 -0400] "GET /JEZ3_Apps/fifteenpuzzle.html HTTP/1.1" 304 -
